subject,predicate,value
FOODON:03309530,rdfs:label,muffin
FOODON:03309532,rdfs:label,capon meat (raw)
FOODON:03309536,rdfs:label,salt (fortified)
FOODON:03309538,rdfs:label,"peanut (whole, skin off, salted)"
FOODON:03309539,rdfs:label,skim milk (low sodium)
FOODON:03309540,rdfs:label,"evaporated milk (canned, fortified)"
FOODON:03309541,rdfs:label,dairy drink (sterilized)
FOODON:03309542,rdfs:label,"cottage cheese (creamed, acidified)"
FOODON:03309543,rdfs:label,cow buttermilk flake
FOODON:03309545,rdfs:label,rat meat (canned)
FOODON:03309546,rdfs:label,cow milk (lactose-reduced)
FOODON:03309547,rdfs:label,"lowfat cow milk (fortified, ultrapasteurized)"
FOODON:03309548,rdfs:label,goat and cow milk
FOODON:03309549,rdfs:label,infant formula (meat-based)
FOODON:03309550,rdfs:label,soda water (artificially flavored)
FOODON:03309551,rdfs:label,"white potato (whole, raw)"
FOODON:03309552,rdfs:label,"passion fruit (whole, raw)"
FOODON:03309553,rdfs:label,ptarmigan (raw)
FOODON:03309554,rdfs:label,bagel
FOODON:03309555,rdfs:label,mushroom (creamed)
FOODON:03309556,rdfs:label,tamari sauce
FOODON:03309557,rdfs:label,cabbage (pickled)
FOODON:03309558,rdfs:label,egg dressing
FOODON:03309559,rdfs:label,sauce for meat
FOODON:03309560,rdfs:label,spaghetti sauce with meatballs
FOODON:03309561,rdfs:label,macaroni and cheese with ham
FOODON:03309562,rdfs:label,frankfurter on a stick batter-dipped cooked
FOODON:03309562,rdfs:label,"frankfurter on a stick (batter-dipped, cooked)"
FOODON:03309566,rdfs:label,tomato soup mix
FOODON:03309567,rdfs:label,marlin (raw)
FOODON:03309568,rdfs:label,peppermint tea (dry)
FOODON:03309570,rdfs:label,neufchatal cheese
FOODON:03309571,rdfs:label,ground beef patty (frozen)
FOODON:03309572,rdfs:label,french vanilla ice cream
FOODON:03309573,rdfs:label,"green tomato (whole, raw)"
FOODON:03309574,rdfs:label,"rutabaga (whole, raw)"
FOODON:03309576,rdfs:label,table spread
FOODON:03309578,rdfs:label,distilled vinegar (diluted with spent apple cider)
FOODON:03309579,rdfs:label,imitation wine vinegar
FOODON:03309580,rdfs:label,vinegar blend
FOODON:03309581,rdfs:label,smoked meat
FOODON:03309583,rdfs:label,pear tomato (canned)
FOODON:03309584,rdfs:label,"tomatillo (whole, raw)"
FOODON:03309585,rdfs:label,cheese for manufacturing use
FOODON:03309586,rdfs:label,"shrimp (whole and broken, canned)"
FOODON:03309587,rdfs:label,"shrimp (tiny, peeled, cooked, frozen)"
FOODON:03309589,rdfs:label,teething biscuit
FOODON:03309591,rdfs:label,"onion (fried, dehydrated)"
FOODON:03309592,rdfs:label,tobacco chewing gum
FOODON:03309596,rdfs:label,"yellow summer squash (whole, raw)"
FOODON:03309597,rdfs:label,apple apricot spread
FOODON:03309598,rdfs:label,apple-strawberry spread
FOODON:03309599,rdfs:label,chewing gum (artificially sweetened)
FOODON:03309600,rdfs:label,mint candy (artificially sweetened)
FOODON:03309602,rdfs:label,orange yogurt
FOODON:03309603,rdfs:label,prune whip yogurt
FOODON:03309604,rdfs:label,broccoli au gratin
FOODON:03309605,rdfs:label,vegetable au gratin
FOODON:03309606,rdfs:label,canadian sardine (raw)
FOODON:03309607,rdfs:label,sardine in olive oil (canned)
FOODON:03309608,rdfs:label,mackerel (salted)
FOODON:03309609,rdfs:label,soybean oil (flavored with extract from lobster shell)
FOODON:03309610,rdfs:label,chilean langostino newberg (dish)
FOODON:03309611,rdfs:label,lobster meat (raw)
FOODON:03309616,rdfs:label,kanda (raw)
FOODON:03309617,rdfs:label,liza (fish) (raw)
FOODON:03309619,rdfs:label,escabesche sauce
FOODON:03309620,rdfs:label,bonito (raw)
FOODON:03309622,rdfs:label,striped spiny lobster (raw)
FOODON:03309623,rdfs:label,dromia-eliza snow crab (raw)
FOODON:03309625,rdfs:label,"tuna (light meat, raw)"
FOODON:03309626,rdfs:label,shark (raw)
FOODON:03309627,rdfs:label,"clam (minced, breaded, frozen)"
FOODON:03309628,rdfs:label,scallop (canned)
FOODON:03309629,rdfs:label,lake trout fillet (raw)
FOODON:03309630,rdfs:label,brook trout (raw)
FOODON:03309631,rdfs:label,Salmo salmon (raw)
FOODON:03309633,rdfs:label,lake perch (raw)
FOODON:03309634,rdfs:label,sunshine snapper (raw)
FOODON:03309635,rdfs:label,butterball fish (raw)
FOODON:03309636,rdfs:label,mouthbrooder fish (raw)
FOODON:03309638,rdfs:label,"shrimp (pacific, canned)"
FOODON:03309639,rdfs:label,king crab (frozen)
FOODON:03309640,rdfs:label,gafftopsail catfish (raw)
FOODON:03309641,rdfs:label,imitation smoked salmon made from pollock
FOODON:03309642,rdfs:label,peruvian sea bass (raw)
FOODON:03309645,rdfs:label,starry flounder (raw)
FOODON:03309646,rdfs:label,eastern halibut fillet (raw)
FOODON:03309647,rdfs:label,salmon spread
FOODON:03309648,rdfs:label,"common whitefish (fillets and bits, raw)"
FOODON:03309649,rdfs:label,"cod (semiboneless fillet, raw)"
FOODON:03309650,rdfs:label,"tea (dry, caffeine-reduced)"
FOODON:03309652,rdfs:label,peach and yogurt (infant food)
FOODON:03309654,rdfs:label,mushroom (debrined)
FOODON:03309655,rdfs:label,job's tears (food product)
FOODON:03309656,rdfs:label,finnan haddie
FOODON:03309657,rdfs:label,barley flour
FOODON:03309659,rdfs:label,haddock croquette
FOODON:03309660,rdfs:label,"rock lobster (whole, cooked, frozen)"
FOODON:03309661,rdfs:label,"shrimp (dried, canned)"
FOODON:03309662,rdfs:label,soybean (finely ground)
FOODON:03309663,rdfs:label,soybean and cheese whey blend (powdered)
FOODON:03309664,rdfs:label,tofu food product
FOODON:03309665,rdfs:label,obsolete: fish cutlet (raw)
FOODON:03309666,rdfs:label,grouper fillet (frozen)
FOODON:03309668,rdfs:label,"tuna (solid pack, canned in oil)"
FOODON:03309669,rdfs:label,"tuna (solid pack, canned in water)"
FOODON:03309670,rdfs:label,gulf oyster (raw)
FOODON:03309671,rdfs:label,oyster stew base
FOODON:03309672,rdfs:label,"oyster (smoked, canned)"
FOODON:03309673,rdfs:label,oyster in brine (canned)
FOODON:03309676,rdfs:label,stewart island oyster (raw)
FOODON:03309677,rdfs:label,tuna in sauce
FOODON:03309680,rdfs:label,Salmo salmon end cuts and pieces (raw)
FOODON:03309681,rdfs:label,"Salmo salmon (tips and tails, raw)"
FOODON:03309685,rdfs:label,tua tua (raw)
FOODON:03309686,rdfs:label,"green mussel (whole, raw)"
FOODON:03309688,rdfs:label,"obsolete: mussel (north island, raw)"
FOODON:03309689,rdfs:label,pacific ocean snapper (raw)
FOODON:03309691,rdfs:label,wheat powder
FOODON:03309692,rdfs:label,"muskmelon (whole, raw)"
FOODON:03309693,rdfs:label,fish sauce (phillipine)
FOODON:03309694,rdfs:label,fish paste (phillipine)
FOODON:03309696,rdfs:label,"salmon (cured, unsmoked)"
FOODON:03309697,rdfs:label,south african porgy fillet (raw)
FOODON:03309698,rdfs:label,"sardine (chunk light, canned)"
FOODON:03309700,rdfs:label,tall fescue hay
FOODON:03309702,rdfs:label,"millet seed (whole, dried)"
FOODON:03309703,rdfs:label,"velvet bean (whole, raw)"
FOODON:03309704,rdfs:label,gingelly oil
FOODON:03309705,rdfs:label,niger seed (food product)
FOODON:03309706,rdfs:label,granola bar
FOODON:03309707,rdfs:label,potato meal
FOODON:03309709,rdfs:label,"eggplant (whole, raw)"
FOODON:03309710,rdfs:label,king mackerel (raw)
FOODON:03309711,rdfs:label,butterfly mackerel (raw)
FOODON:03309712,rdfs:label,chocolate-flavored syrup
FOODON:03309713,rdfs:label,"otaheite gooseberry (whole, raw)"
FOODON:03309714,rdfs:label,baby ginger (thermally processed)
FOODON:03309715,rdfs:label,eggplant (cooked)
FOODON:03309716,rdfs:label,colza (food product)
FOODON:03309717,rdfs:label,palm juice
FOODON:03309718,rdfs:label,"flaxseed (whole, raw)"
FOODON:03309719,rdfs:label,moth bean (whole)
FOODON:03309720,rdfs:label,"amaranth seed (whole, raw)"
FOODON:03309721,rdfs:label,surgeonfish (raw)
FOODON:03309722,rdfs:label,bar jack (raw)
FOODON:03309723,rdfs:label,seafood sushi
FOODON:03309724,rdfs:label,"fish (sliced, vegetable added, raw)"
FOODON:03309725,rdfs:label,puffer roe pickled in rice bran
FOODON:03309726,rdfs:label,wine cooler popsicle
FOODON:03309727,rdfs:label,unicorn filefish (raw)
FOODON:03309728,rdfs:label,leatherjacket (raw)
FOODON:03309729,rdfs:label,filefish (raw)
FOODON:03309730,rdfs:label,wheat breakfast cereal
FOODON:03309731,rdfs:label,brewers maize
FOODON:03309735,rdfs:label,turkey white meat (raw)
FOODON:03309736,rdfs:label,coconut custard
FOODON:03309737,rdfs:label,beef (raw)
FOODON:03309738,rdfs:label,beef (cooked)
FOODON:03309740,rdfs:label,mustard oil press cake
FOODON:03309743,rdfs:label,duckling
FOODON:03309747,rdfs:label,sweet potato chip
FOODON:03309749,rdfs:label,hyacinth bean (whole)
FOODON:03309752,rdfs:label,"safflower seed (whole, raw)"
FOODON:03309753,rdfs:label,sunflower (raw)
FOODON:03309754,rdfs:label,"jicama tuber (whole, raw)"
FOODON:03309755,rdfs:label,"sweet pea (whole, raw)"
FOODON:03309756,rdfs:label,loquat food product
FOODON:03309759,rdfs:label,pinto bean (whole)
FOODON:03309760,rdfs:label,"soyflake (defatted, toasted)"
FOODON:03309761,rdfs:label,obsolete: spring water with white chardonnay wine (food product)
FOODON:03309762,rdfs:label,pink grapefruit juice
FOODON:03309763,rdfs:label,grapefruit juice (diluted)
FOODON:03309765,rdfs:label,sunflower meal
FOODON:03309766,rdfs:label,white corn meal
FOODON:03309767,rdfs:label,"ginger root (whole, dried)"
FOODON:03309768,rdfs:label,"turmeric root (whole, dried)"
FOODON:03309771,rdfs:label,coco bread
FOODON:03309772,rdfs:label,"liver (whole, raw)"
FOODON:03309775,rdfs:label,white corn grits
FOODON:03309776,rdfs:label,almond (shell off)
FOODON:03309777,rdfs:label,"cashew nut (shell off, raw)"
FOODON:03309779,rdfs:label,red kidney bean (whole)
FOODON:03309783,rdfs:label,malt root
FOODON:03309784,rdfs:label,star anise fruit (whole)
FOODON:03309785,rdfs:label,field corn kernel (raw)
FOODON:03309790,rdfs:label,"olive (whole, canned)"
FOODON:03309793,rdfs:label,fruit juice drink (carbonated)
FOODON:03309794,rdfs:label,table syrup (fruit-flavored)
FOODON:03309795,rdfs:label,tomato catsup substitute (sweetened with honey)
FOODON:03309798,rdfs:label,coconut (grated)
FOODON:03309799,rdfs:label,cowpea for animal feed
FOODON:03309800,rdfs:label,pineapple (dried)
FOODON:03309801,rdfs:label,"taro root (whole, raw)"
FOODON:03309818,rdfs:label,"coconut (dried, grated, smoked)"
FOODON:03309819,rdfs:label,green bean (strained)
FOODON:03309820,rdfs:label,pear (strained)
FOODON:03309821,rdfs:label,pea (strained)
FOODON:03309822,rdfs:label,squash (strained)
FOODON:03309823,rdfs:label,shrimp paste
FOODON:03309824,rdfs:label,khoa
FOODON:03309825,rdfs:label,"white fonio seed (whole, raw)"
FOODON:03309827,rdfs:label,"peanut (whole, skin off, salted, roasted)"
FOODON:03309828,rdfs:label,teleme cheese
FOODON:03309829,rdfs:label,chocolate-covered peanut
FOODON:03309830,rdfs:label,coconut ice
FOODON:03309831,rdfs:label,sorghum malt
FOODON:03309832,rdfs:label,"orange (whole, raw)"
FOODON:03309833,rdfs:label,field corn (ground)
FOODON:03309834,rdfs:label,"cowpea (whole, raw)"
FOODON:03309835,rdfs:label,"taro leaf (whole, raw)"
FOODON:03309836,rdfs:label,coffee bean (green)
FOODON:03309837,rdfs:label,cottonseed (shelled)
FOODON:03309838,rdfs:label,peanut meal (deoiled)
FOODON:03309839,rdfs:label,peanut meal (raw)
FOODON:03309840,rdfs:label,"ginger root (whole, raw)"
FOODON:03309841,rdfs:label,citrus waste (dried)
FOODON:03309842,rdfs:label,morocco bean (whole)
FOODON:03309845,rdfs:label,china bean (whole)
FOODON:03309846,rdfs:label,coconut oil press cake
FOODON:03309850,rdfs:label,obsolete yellow corn meal
FOODON:03309851,rdfs:label,tea bun
FOODON:03309852,rdfs:label,croissant
FOODON:03309854,rdfs:label,beef (baked)
FOODON:03309855,rdfs:label,whole oats (raw)
FOODON:03309857,rdfs:label,peanut oil
FOODON:03309858,rdfs:label,"rhubarb stalk (whole, raw)"
FOODON:03309861,rdfs:label,coconut (whole or parts)
FOODON:03309864,rdfs:label,obsolete: food made from almonds (food product)
FOODON:03309865,rdfs:label,bajra millet meal
FOODON:03309867,rdfs:label,peanut shell
FOODON:03309868,rdfs:label,peanut fodder
FOODON:03309871,rdfs:label,rice powder
FOODON:03309872,rdfs:label,soya press cake
FOODON:03309873,rdfs:label,kidney bean cake
FOODON:03309877,rdfs:label,sweet clover (food product)
FOODON:03309878,rdfs:label,oat straw
FOODON:03309880,rdfs:label,red clover (raw)
FOODON:03309886,rdfs:label,cream of wheat (dry)
FOODON:03309892,rdfs:label,palm kernel oil press cake
FOODON:03309894,rdfs:label,straw
FOODON:03309895,rdfs:label,celery flakes
FOODON:03309897,rdfs:label,seltzer water
FOODON:03309898,rdfs:label,adzuki bean flour
FOODON:03309900,rdfs:label,kidney bean flour
FOODON:03309901,rdfs:label,tane-koji (food product)
FOODON:03309903,rdfs:label,sausage (fermented)
FOODON:03309904,rdfs:label,grain mash
FOODON:03309906,rdfs:label,sorghum kernel (dried)
FOODON:03309907,rdfs:label,field corn kernel (dried)
FOODON:03309909,rdfs:label,fish (dried)
FOODON:03309910,rdfs:label,silver catfish (raw)
FOODON:03309911,rdfs:label,african mudfish (raw)
FOODON:03309912,rdfs:label,moonfish (raw)
FOODON:03309913,rdfs:label,snakehead (raw)
FOODON:03309914,rdfs:label,neet fish (smoked)
FOODON:03309916,rdfs:label,yam flour
FOODON:03309918,rdfs:label,duckling mash
FOODON:03309919,rdfs:label,yellow dent corn kernel (raw)
FOODON:03309920,rdfs:label,copra meal
FOODON:03309921,rdfs:label,peanut (press cake)
FOODON:03309926,rdfs:label,"california valencia orange (whole, raw)"
FOODON:03309927,rdfs:label,"tomato (whole, raw)"
FOODON:03309928,rdfs:label,"pepper (whole, raw)"
FOODON:03309929,rdfs:label,country ham
FOODON:03309930,rdfs:label,polkudu
FOODON:03309932,rdfs:label,"tamarind (whole, raw)"
FOODON:03309934,rdfs:label,horse feed
FOODON:03309936,rdfs:label,black gram bean (whole)
FOODON:03309941,rdfs:label,mustard spice
FOODON:03309943,rdfs:label,parsley flake
FOODON:03309946,rdfs:label,hard red spring kernel
FOODON:03309947,rdfs:label,infant food (pureed)
FOODON:03309949,rdfs:label,"wheat dough (canned, refrigerated)"
FOODON:03309952,rdfs:label,cattle feed
FOODON:03309953,rdfs:label,"fennel seed (whole, dried)"
FOODON:03309954,rdfs:label,table salt
FOODON:03309956,rdfs:label,"white lupine (whole, raw)"
FOODON:03309958,rdfs:label,scotch bean (whole)
FOODON:03309960,rdfs:label,linseed press cake
FOODON:03309964,rdfs:label,poultry seasoning (dry)
FOODON:03309966,rdfs:label,veal steak (raw)
FOODON:03309967,rdfs:label,pork tenderloin (raw)
FOODON:03309968,rdfs:label,veal stew
FOODON:03309969,rdfs:label,pork (ground or minced)
FOODON:03309973,rdfs:label,jam
FOODON:03309974,rdfs:label,jam (reduced sugar)
FOODON:03309975,rdfs:label,filbert meal
FOODON:03309978,rdfs:label,sorghum kernel
FOODON:03309979,rdfs:label,buckwheat noodle
FOODON:03309980,rdfs:label,buckwheat flour
FOODON:03309985,rdfs:label,rice cake
FOODON:03309987,rdfs:label,rice bean (whole)
FOODON:03309988,rdfs:label,obsolete: food made from maize (food product)
FOODON:03309989,rdfs:label,swine feed
FOODON:03309990,rdfs:label,"sunflower seed (whole, shell off)"
FOODON:03309991,rdfs:label,food made from cottonseed
FOODON:03309992,rdfs:label,bacon (smoked)
FOODON:03309994,rdfs:label,peanut feed
FOODON:03309997,rdfs:label,food product for animal
FOODON:03310002,rdfs:label,soybean paste
FOODON:03310004,rdfs:label,soybean mass (fermented)
FOODON:03310005,rdfs:label,soybean paste (fermented)
FOODON:03310006,rdfs:label,fermented bean product
FOODON:03310007,rdfs:label,romadur cheese
FOODON:03310014,rdfs:label,"kidney bean (whole, raw)"
FOODON:03310015,rdfs:label,"filbert nut (whole, raw)"
FOODON:03310016,rdfs:label,cow skim milk (powdered)
FOODON:03310021,rdfs:label,fundu nut
FOODON:03310022,rdfs:label,soybean-koji
FOODON:03310023,rdfs:label,tapioca chip
FOODON:03310025,rdfs:label,persipan
FOODON:03310027,rdfs:label,oilseed (food product)
FOODON:03310028,rdfs:label,"lotus seed (whole, dried)"
FOODON:03310029,rdfs:label,fish (fermented)
FOODON:03310030,rdfs:label,squash curry
FOODON:03310031,rdfs:label,"ridge gourd (whole, raw)"
FOODON:03310032,rdfs:label,sour curry (dish)
FOODON:03310033,rdfs:label,beef curry
FOODON:03310034,rdfs:label,fish curry
FOODON:03310035,rdfs:label,chinaberry leaf (raw)
FOODON:03310036,rdfs:label,fish sauce (fermented)
FOODON:03310037,rdfs:label,plaa tuu
FOODON:03310039,rdfs:label,doliches bean (whole)
FOODON:03310040,rdfs:label,lupine seed meal
FOODON:03310042,rdfs:label,"sheep kidney (whole, raw)"
FOODON:03310043,rdfs:label,rapeseed meal
FOODON:03310046,rdfs:label,coconut oil
FOODON:03310047,rdfs:label,coconut meal
FOODON:03310048,rdfs:label,pea meal
FOODON:03310052,rdfs:label,palm kernel (feed)
FOODON:03310054,rdfs:label,potato crisp
FOODON:03310055,rdfs:label,apricot seed (food product)
FOODON:03310058,rdfs:label,great northern bean (whole)
FOODON:03310060,rdfs:label,pink bean (whole)
FOODON:03310061,rdfs:label,pork liver (frozen)
FOODON:03310062,rdfs:label,horsemeat (frozen)
FOODON:03310063,rdfs:label,chapati
FOODON:03310068,rdfs:label,sugar cane wine
FOODON:03310069,rdfs:label,nata candy
FOODON:03310070,rdfs:label,peppercorn
FOODON:03310073,rdfs:label,rice starch
FOODON:03310075,rdfs:label,wheat starch
FOODON:03310076,rdfs:label,cassia spice
FOODON:03310077,rdfs:label,squid raw
FOODON:03310079,rdfs:label,hot pepper relish
FOODON:03310080,rdfs:label,lizard (dried)
FOODON:03310081,rdfs:label,goat milk (ultra-pasteurized)
FOODON:03310082,rdfs:label,mushroom fruitbody (dried)
FOODON:03310083,rdfs:label,quiche lorraine
FOODON:03310084,rdfs:label,quiche with imitation bacon bits
FOODON:03310085,rdfs:label,sweet and sour onion and raisin relish
FOODON:03310086,rdfs:label,salsa
FOODON:03310088,rdfs:label,refried beans (dish)
FOODON:03310090,rdfs:label,dill leaf (raw)
FOODON:03310092,rdfs:label,koshou
FOODON:03310094,rdfs:label,licorice root (whole)
FOODON:03310095,rdfs:label,sansho (food product)
FOODON:03310104,rdfs:label,chinese cabbage head (raw)
FOODON:03310105,rdfs:label,"cauliflower leaf (whole, raw)"
FOODON:03310106,rdfs:label,"radish leaf (whole, raw)"
FOODON:03310107,rdfs:label,"summer squash (whole, raw)"
FOODON:03310108,rdfs:label,green garlic powder
FOODON:03310109,rdfs:label,"coffee bean (roasted, finely ground)"
FOODON:03310110,rdfs:label,shrimp (powdered)
FOODON:03310112,rdfs:label,"rapeseed (whole, dried)"
FOODON:03310113,rdfs:label,ryegrass
FOODON:03310114,rdfs:label,linseed seed
FOODON:03310115,rdfs:label,meat and quince conserve
FOODON:03310116,rdfs:label,seafood (raw)
FOODON:03310117,rdfs:label,sea cucumber (salted)
FOODON:03310119,rdfs:label,lamb's quarter (raw)
FOODON:03310120,rdfs:label,"purslane leaf (whole, raw)"
FOODON:03310121,rdfs:label,"sorrel leaf (whole, raw)"
FOODON:03310122,rdfs:label,sesame meal
FOODON:03310123,rdfs:label,"kohlrabi stem (whole, raw)"
FOODON:03310125,rdfs:label,cassava flour
FOODON:03310126,rdfs:label,"plantain (whole, raw)"
FOODON:03310127,rdfs:label,"kola nut (whole, raw)"
FOODON:03310130,rdfs:label,mountain ash berry
FOODON:03310136,rdfs:label,sago
FOODON:03310137,rdfs:label,millet flour
FOODON:03310140,rdfs:label,"milk (powdered, freeze-dried)"
FOODON:03310141,rdfs:label,"groundsel leaf (whole, raw)"
FOODON:03310142,rdfs:label,food made from wheat
FOODON:03310143,rdfs:label,Chianti wine
FOODON:03310147,rdfs:label,"red plum (whole, raw)"
FOODON:03310148,rdfs:label,spice grains
FOODON:03310149,rdfs:label,plantain (boiled)
FOODON:03310150,rdfs:label,plantain (green)
FOODON:03310154,rdfs:label,carp (raw)
FOODON:03310155,rdfs:label,hen egg white (raw)
FOODON:03310156,rdfs:label,obsolete: linseed meal
FOODON:03310158,rdfs:label,timothy fodder silage
FOODON:03310159,rdfs:label,cocksfoot fodder silage
FOODON:03310160,rdfs:label,meadow fescue fodder silage
FOODON:03310161,rdfs:label,red clover and timothy fodder silage
FOODON:03310162,rdfs:label,frankfurter (charcoal-broiled)
FOODON:03310163,rdfs:label,frankfurter (oven-baked)
FOODON:03310164,rdfs:label,frankfurter (fried)
FOODON:03310165,rdfs:label,frankfurter (boiled)
FOODON:03310166,rdfs:label,chicken thigh (raw)
FOODON:03310167,rdfs:label,chicken thigh (charcoal-broiled)
FOODON:03310168,rdfs:label,chicken thigh (microwaved)
FOODON:03310169,rdfs:label,chicken thigh (oven-baked)
FOODON:03310170,rdfs:label,seed (treated)
FOODON:03310173,rdfs:label,"oatmeal (instant, with apples, with raisins, with walnuts, dry)"
FOODON:03310174,rdfs:label,whole grain rye bread
FOODON:03310175,rdfs:label,goat cheese sauce
FOODON:03310176,rdfs:label,corn germ (defatted)
FOODON:03310177,rdfs:label,glucose syrup (hydrogenated)
FOODON:03310180,rdfs:label,cream of broccoli soup
FOODON:03310181,rdfs:label,cream of cauliflower soup
FOODON:03310182,rdfs:label,soybean extract powdered
FOODON:03310183,rdfs:label,almond (silver-coated)
FOODON:03310184,rdfs:label,butter (reduced fat)
FOODON:03310185,rdfs:label,ghee
FOODON:03310186,rdfs:label,spinach powder
FOODON:03310187,rdfs:label,spinach pasta
FOODON:03310188,rdfs:label,"belgian carrot (whole, raw)"
FOODON:03310189,rdfs:label,"belgian carrot (raw, cut)"
FOODON:03310190,rdfs:label,pine nut extract
FOODON:03310191,rdfs:label,pine nut shell extract
FOODON:03310193,rdfs:label,"quinoa seed (whole, dried)"
FOODON:03310194,rdfs:label,sardine frozen
FOODON:03310195,rdfs:label,dextrose (liquid)
FOODON:03310196,rdfs:label,coffee with chicory (instant)
FOODON:03310197,rdfs:label,andes salmon (raw)
FOODON:03310199,rdfs:label,"tropical fruit juice with pulp (pasteurized, frozen)"
FOODON:03310201,rdfs:label,ginseng tea with ginseng root (steeped)
FOODON:03310203,rdfs:label,triggerfish (raw)
FOODON:03310205,rdfs:label,orange juice (calcium-fortified)
FOODON:03310207,rdfs:label,grapefruit juice (calcium-fortified)
FOODON:03310211,rdfs:label,corsaro sauce
FOODON:03310212,rdfs:label,"tomato (sun-dried, in olive oil)"
FOODON:03310213,rdfs:label,chocolate drink (thermally processed)
FOODON:03310214,rdfs:label,black ligurian olive
FOODON:03310215,rdfs:label,"lobster meat (cooked, frozen)"
FOODON:03310217,rdfs:label,wheatgrass juice
FOODON:03310218,rdfs:label,pesto sauce
FOODON:03310221,rdfs:label,lowfat cow milk (calcium added)
FOODON:03310222,rdfs:label,chicken thigh (retorted)
FOODON:03310223,rdfs:label,chicken thigh (retorted in gravy)
FOODON:03310224,rdfs:label,hen egg white (boiled)
FOODON:03310225,rdfs:label,hen egg white (fried)
FOODON:03310226,rdfs:label,hominy
FOODON:03310227,rdfs:label,taco shell
FOODON:03310228,rdfs:label,green cabbage head (raw)
FOODON:03310229,rdfs:label,burdock root tea (dry)
FOODON:03310230,rdfs:label,"sumac fruit (whole, raw)"
FOODON:03310232,rdfs:label,palm oil
FOODON:03310233,rdfs:label,jojoba meal
FOODON:03310235,rdfs:label,hen egg white (browned)
FOODON:03310236,rdfs:label,sassafras oil
FOODON:03310237,rdfs:label,apple brandy
FOODON:03310238,rdfs:label,armagnac
FOODON:03310240,rdfs:label,beef (fried)
FOODON:03310241,rdfs:label,obsolete: wheat bread dough
FOODON:03310242,rdfs:label,parsnip (microwaved)
FOODON:03310243,rdfs:label,parsnip (boiled)
FOODON:03310244,rdfs:label,beef (grilled)
FOODON:03310245,rdfs:label,tomato (freeze-dried)
FOODON:03310246,rdfs:label,"sausage (mold-ripened, dry)"
FOODON:03310247,rdfs:label,meat (mold-fermented)
FOODON:03310252,rdfs:label,prickly poppy seed
FOODON:03310254,rdfs:label,rice (fermented)
FOODON:03310255,rdfs:label,soybean sauce fermented
FOODON:03310257,rdfs:label,corn meal
FOODON:03310260,rdfs:label,musli
FOODON:03310261,rdfs:label,german bread
FOODON:03310267,rdfs:label,oilseed meal
FOODON:03310270,rdfs:label,cotton-bract
FOODON:03310271,rdfs:label,buffalo milk (raw)
FOODON:03310272,rdfs:label,red wine
FOODON:03310273,rdfs:label,white wine
FOODON:03310281,rdfs:label,food made from oil
FOODON:03310286,rdfs:label,jowar
FOODON:03310287,rdfs:label,"obsolete: garbanzo bean (whole, dried)"
FOODON:03310288,rdfs:label,ugali
FOODON:03310290,rdfs:label,kefir
FOODON:03310291,rdfs:label,ogi
FOODON:03310292,rdfs:label,queso blanco cheese
FOODON:03310294,rdfs:label,meat (dried)
FOODON:03310296,rdfs:label,peanut candy
FOODON:03310297,rdfs:label,brick cheese
FOODON:03310298,rdfs:label,durum wheat kernel (dried)
FOODON:03310299,rdfs:label,winged bean (whole)
FOODON:03310300,rdfs:label,cleome viscosa oil
FOODON:03310303,rdfs:label,castor bean (whole)
FOODON:03310306,rdfs:label,sesame seed (whole)
FOODON:03310307,rdfs:label,oat creme
FOODON:03310311,rdfs:label,food (smoked)
FOODON:03310320,rdfs:label,mushroom (frozen)
FOODON:03310321,rdfs:label,mushroom soup (canned)
FOODON:03310322,rdfs:label,alfalfa tablet
FOODON:03310324,rdfs:label,ginseng tea capsule
FOODON:03310325,rdfs:label,skim milk product (flavored)
FOODON:03310326,rdfs:label,cooking oil (polyunsaturated)
FOODON:03310327,rdfs:label,onion (frozen)
FOODON:03310332,rdfs:label,"cod bits (boneless, raw)"
FOODON:03310333,rdfs:label,glacier water
FOODON:03310334,rdfs:label,bakers yeast
FOODON:03310335,rdfs:label,green bean (frozen)
FOODON:03310336,rdfs:label,food supplement tablet
FOODON:03310338,rdfs:label,chicken feed
FOODON:03310339,rdfs:label,"cassava leaf (whole, raw)"
FOODON:03310340,rdfs:label,cassava meal
FOODON:03310341,rdfs:label,"pumpkin leaf (whole, raw)"
FOODON:03310342,rdfs:label,balsam apple leaf food product
FOODON:03310343,rdfs:label,peanut whey
FOODON:03310344,rdfs:label,"bean leaf (whole, raw)"
FOODON:03310345,rdfs:label,piri piri
FOODON:03310346,rdfs:label,mafurra press cake
FOODON:03310350,rdfs:label,pine nut pudding
FOODON:03310351,rdfs:label,butter
FOODON:03310352,rdfs:label,cheese curd
FOODON:03310353,rdfs:label,italian cheese
FOODON:03310354,rdfs:label,oilseed press cake
FOODON:03310355,rdfs:label,cassava (dried)
FOODON:03310356,rdfs:label,"rapeseed (whole, raw)"
FOODON:03310357,rdfs:label,sunflower seed oil
FOODON:03310359,rdfs:label,barley meal
FOODON:03310360,rdfs:label,wheat meal
FOODON:03310361,rdfs:label,wheat offal meal
FOODON:03310363,rdfs:label,alfalfa meal for animal feed
FOODON:03310364,rdfs:label,wheat chaff meal
FOODON:03310365,rdfs:label,wheat germ meal
FOODON:03310366,rdfs:label,dextrin
FOODON:03310367,rdfs:label,cellulose powder
FOODON:03310368,rdfs:label,soy protein
