subject,predicate,value
FOODON:03310370,rdfs:label,coriander (whole)
FOODON:03310371,rdfs:label,rice meal
FOODON:03310373,rdfs:label,sugee
FOODON:03310375,rdfs:label,"moreton bay chestnut black bean (whole, raw)"
FOODON:03310376,rdfs:label,sartapia bean (whole)
FOODON:03310377,rdfs:label,guar meal
FOODON:03310378,rdfs:label,sesame oil press cake
FOODON:03310379,rdfs:label,silk worm pupae for animal feed
FOODON:03310380,rdfs:label,grain germ
FOODON:03310381,rdfs:label,dairy concentrate
FOODON:03310383,rdfs:label,olive oil press cake
FOODON:03310384,rdfs:label,olive meal
FOODON:03310386,rdfs:label,rice beer
FOODON:03310387,rdfs:label,oil
FOODON:03310388,rdfs:label,torula yeast (dry)
FOODON:03310389,rdfs:label,blueberry preserve
FOODON:03310390,rdfs:label,flavoring syrup for snow cones
FOODON:03310392,rdfs:label,obsolete: garbanzo bean flour
FOODON:03310410,rdfs:label,cheshire cheese
FOODON:03310413,rdfs:label,ryecorn (food product)
FOODON:03310414,rdfs:label,obsolete: water as food product
FOODON:03310415,rdfs:label,fontina cheese
FOODON:03310417,rdfs:label,"lychee (peeled, raw)"
FOODON:03310418,rdfs:label,dairy product (fermented)
FOODON:03310419,rdfs:label,obsolete: algae (food product)
FOODON:03310425,rdfs:label,binagol (dish)
FOODON:03310428,rdfs:label,gardiniera (food product)
FOODON:03310429,rdfs:label,deer meat (smoked)
FOODON:03310430,rdfs:label,"nutritional drink mix, lowfat, freeze-dried"
FOODON:03310431,rdfs:label,black olive (pitted)
FOODON:03310432,rdfs:label,popcorn (caramel-coated)
FOODON:03310433,rdfs:label,palm sugar syrup
FOODON:03310434,rdfs:label,papain
FOODON:03310435,rdfs:label,asparagus bean pod
FOODON:03310436,rdfs:label,milk chocolate candy (hollow)
FOODON:03310437,rdfs:label,"potato (whole, frozen)"
FOODON:03310438,rdfs:label,plantain chip
FOODON:03310441,rdfs:label,red raspberry preserves (sweetened with fruit juice)
FOODON:03310442,rdfs:label,blackberry preserve sweetened with fruit juice
FOODON:03310443,rdfs:label,black cherry yogurt
FOODON:03310445,rdfs:label,chrysanthemum beverage (instant)
FOODON:03310447,rdfs:label,goat milk cheese (marinated in olive oil)
FOODON:03310448,rdfs:label,sweet chocolate
FOODON:03310449,rdfs:label,blood snapper (raw)
FOODON:03310450,rdfs:label,elephant fish (raw)
FOODON:03310451,rdfs:label,striped snakehead (raw)
FOODON:03310453,rdfs:label,passion fruit pulp (frozen)
FOODON:03310464,rdfs:label,russian tea (instant)
FOODON:03310465,rdfs:label,hemp oil
FOODON:03310466,rdfs:label,marijuana seed
FOODON:03310467,rdfs:label,"yogurt (nonfat, sweetened with aspartame)"
FOODON:03310468,rdfs:label,"yogurt (lowfat, sweetened with aspartame)"
FOODON:03310470,rdfs:label,nacho sauce
FOODON:03310471,rdfs:label,peanut meal (ammoniated)
FOODON:03310474,rdfs:label,"cream (pasteurized, sweetened)"
FOODON:03310477,rdfs:label,tom collins mix
FOODON:03310478,rdfs:label,breakfast cereal (whole grain)
FOODON:03310479,rdfs:label,fruit juice artificially sweetened
FOODON:03310480,rdfs:label,pickle relish
FOODON:03310481,rdfs:label,fruit for fruit salad
FOODON:03310482,rdfs:label,rapeseed oil
FOODON:03310483,rdfs:label,hard candy sweetened with sorbitol
FOODON:03310484,rdfs:label,minitrout raw
FOODON:03310485,rdfs:label,remoulade
FOODON:03310486,rdfs:label,palm kernel oil
FOODON:03310487,rdfs:label,"pyracantha berry (whole, raw)"
FOODON:03310489,rdfs:label,tea bag
FOODON:03310490,rdfs:label,ginger (ground)
FOODON:03310493,rdfs:label,greater amberjack (raw)
FOODON:03310494,rdfs:label,buffalofish fillet (raw)
FOODON:03310496,rdfs:label,food supplement containing bone meal
FOODON:03310498,rdfs:label,octopus (raw)
FOODON:03310499,rdfs:label,cow milk (high temperature short time)
FOODON:03310541,rdfs:label,tuna pot pie
FOODON:03310545,rdfs:label,scombroid fish (raw)
FOODON:03310546,rdfs:label,tea (steeped)
FOODON:03310547,rdfs:label,soft drink (dietetic)
FOODON:03310548,rdfs:label,"infant formula (milk-based, liquid, concentrated, canned)"
FOODON:03310550,rdfs:label,guacamole
FOODON:03310552,rdfs:label,"cherry pepper (hot, raw)"
FOODON:03310553,rdfs:label,soy protein isolate
FOODON:03310554,rdfs:label,brewers yeast (dry)
FOODON:03310556,rdfs:label,breakfast cereal (high sugar)
FOODON:03310557,rdfs:label,"infant formula (soy-based, powdered)"
FOODON:03310558,rdfs:label,"infant formula (milk-based, powdered)"
FOODON:03310559,rdfs:label,corn bran (raw)
FOODON:03310560,rdfs:label,cream of celery soup
FOODON:03310561,rdfs:label,infant formula (soy-based)
FOODON:03310562,rdfs:label,sardo cheese
FOODON:03310563,rdfs:label,sheep liver (raw)
FOODON:03310564,rdfs:label,bacon (fried)
FOODON:03310565,rdfs:label,rye hay (raw)
FOODON:03310567,rdfs:label,nondairy topping frozen
FOODON:03310568,rdfs:label,infant formula (canned)
FOODON:03310570,rdfs:label,imitation grape jelly (artificially sweetened)
FOODON:03310571,rdfs:label,rice oil
FOODON:03310573,rdfs:label,turkey sandwich
FOODON:03310574,rdfs:label,tea made from instant mix
FOODON:03310575,rdfs:label,"pork (processed, spam-type)"
FOODON:03310576,rdfs:label,chicken frankfurter
FOODON:03310577,rdfs:label,beef frankfurter
FOODON:03310578,rdfs:label,ham (deviled)
FOODON:03310579,rdfs:label,pork sloppy joe mix
FOODON:03310580,rdfs:label,gum drop candy
FOODON:03310583,rdfs:label,spearmint candy
FOODON:03310584,rdfs:label,lime-flavored gelatin dessert
FOODON:03310585,rdfs:label,black raspberry-flavored gelatin dessert mix
FOODON:03310587,rdfs:label,pizza (beef)
FOODON:03310588,rdfs:label,apple juice (canned)
FOODON:03310589,rdfs:label,chicken roll
FOODON:03310590,rdfs:label,beef kidney (raw)
FOODON:03310591,rdfs:label,beef round steak (raw)
FOODON:03310592,rdfs:label,beef patty with mushroom (raw)
FOODON:03310593,rdfs:label,raspberry (canned)
FOODON:03310594,rdfs:label,raspberry (frozen)
FOODON:03310595,rdfs:label,obsolete: whole wheat substance
FOODON:03310596,rdfs:label,"coffee bean (green, decaffeinated)"
FOODON:03310597,rdfs:label,onion flake (dried)
FOODON:03310598,rdfs:label,beef gravy
FOODON:03310601,rdfs:label,pizza (ground beef and cheese)
FOODON:03310602,rdfs:label,ravioli in brine
FOODON:03310603,rdfs:label,corn kernel (packed in brine)
FOODON:03310604,rdfs:label,"cream (pasteurized, high temperature, short time)"
FOODON:03310605,rdfs:label,cow buttermilk (pasteurized high-temperature short-time)
FOODON:03310606,rdfs:label,clam (whole or part)
FOODON:03310607,rdfs:label,potato hash brown
FOODON:03310608,rdfs:label,oatmeal cereal for infants (dry)
FOODON:03310609,rdfs:label,rice cereal
FOODON:03310611,rdfs:label,poultry (whole or parts)
FOODON:03310612,rdfs:label,lupine bean in brine
FOODON:03310613,rdfs:label,walnut meat (dried)
FOODON:03310614,rdfs:label,walnut meat (moisture-tempered)
FOODON:03310615,rdfs:label,crustacean (frozen)
FOODON:03310616,rdfs:label,beef pot pie
FOODON:03310617,rdfs:label,scallop (boiled)
FOODON:03310618,rdfs:label,mammalian milk (ultrapasteurized)
FOODON:03310619,rdfs:label,imitation dairy product
FOODON:03310620,rdfs:label,vitamin preparation
FOODON:03310621,rdfs:label,lobster meat (cooked)
FOODON:03310622,rdfs:label,minnow (raw)
FOODON:03310623,rdfs:label,pork sausage (raw)
FOODON:03310626,rdfs:label,beef sloppy joe filling
FOODON:03310628,rdfs:label,chicken (strained)
FOODON:03310629,rdfs:label,soy milk substitute (hypoallergenic)
FOODON:03310632,rdfs:label,formulated concentrated food
FOODON:03310633,rdfs:label,sage rubbed
FOODON:03310634,rdfs:label,capsicum pepper (ground)
FOODON:03310635,rdfs:label,bakery product
FOODON:03310636,rdfs:label,obsolete: light cream
FOODON:03310637,rdfs:label,macaroni dough
FOODON:03310638,rdfs:label,"noodle (egg, dough)"
FOODON:03310639,rdfs:label,milk (dry)
FOODON:03310640,rdfs:label,corn kernel (dried)
FOODON:03310641,rdfs:label,lentil (whole)
FOODON:03310642,rdfs:label,breakfast cereal (high fiber)
FOODON:03310643,rdfs:label,chewing gum
FOODON:03310644,rdfs:label,"chicken parts (marinated, raw)"
FOODON:03310646,rdfs:label,legume (whole)
FOODON:03310649,rdfs:label,fruit puree
FOODON:03310650,rdfs:label,fruit paste
FOODON:03310651,rdfs:label,oats (ground)
FOODON:03310652,rdfs:label,canola and olive oil blend
FOODON:03310653,rdfs:label,"chocolate milk (lowfat, vitamin a and d added, aspartame sweetened)"
FOODON:03310654,rdfs:label,rice (boiled)
FOODON:03310655,rdfs:label,"dessert mix (instant, dry)"
FOODON:03310656,rdfs:label,peanut butter (low calorie)
FOODON:03310658,rdfs:label,peach juice
FOODON:03310659,rdfs:label,chicken nugget (raw)
FOODON:03310661,rdfs:label,obsolete: beverage alcohol
FOODON:03310662,rdfs:label,bakery product (not further specified)
FOODON:03310663,rdfs:label,mayonnaise-type product (reduced calorie)
FOODON:03310664,rdfs:label,"vitamin supplement, prenatal"
FOODON:03310665,rdfs:label,vanilla frozen dessert reduced calorie with aspartame
FOODON:03310666,rdfs:label,custard-type product sweetened with aspartame frozen light
FOODON:03310667,rdfs:label,mineral water sparkling minerals added
FOODON:03310668,rdfs:label,mineral water (fruit essence added)
FOODON:03310669,rdfs:label,candy (artificially colored)
FOODON:03310671,rdfs:label,nut meat
FOODON:03310672,rdfs:label,"breakfast cereal (ready-to-eat, colored)"
FOODON:03310674,rdfs:label,fruit drink
FOODON:03310675,rdfs:label,luncheon meat
FOODON:03310677,rdfs:label,mushroom (puree)
FOODON:03310678,rdfs:label,"tea (mixed, dry)"
FOODON:03310680,rdfs:label,"beef round roast (boneless, raw)"
FOODON:03310681,rdfs:label,tapioca flour
FOODON:03310682,rdfs:label,guava nectar
FOODON:03310683,rdfs:label,fish cake (raw)
FOODON:03310684,rdfs:label,"peanut (whole, roasted, skin off)"
FOODON:03310685,rdfs:label,gaspergou raw
FOODON:03310686,rdfs:label,sea clam (raw)
FOODON:03310688,rdfs:label,kamaboko (raw)
FOODON:03310689,rdfs:label,cookie dough
FOODON:03310690,rdfs:label,"finger millet seed (whole, raw)"
FOODON:03310694,rdfs:label,"hen egg (whole, shell on, iodine enriched)"
FOODON:03310695,rdfs:label,"hen egg (hard-cooked by microwave, cubed)"
FOODON:03310696,rdfs:label,meat croquette (raw)
FOODON:03310697,rdfs:label,broad bean cake (fried)
FOODON:03310700,rdfs:label,cheese soft
FOODON:03310701,rdfs:label,bluefin tuna (canned)
FOODON:03310702,rdfs:label,bread stuffing mix
FOODON:03310703,rdfs:label,tomato herb sauce
FOODON:03310704,rdfs:label,apple and grape drink
FOODON:03310705,rdfs:label,pie crust mix
FOODON:03310707,rdfs:label,"chocolate cake mix, devil's food"
FOODON:03310708,rdfs:label,"noodle (chinese, instant)"
FOODON:03310709,rdfs:label,"falafel (whole, cooked)"
FOODON:03310710,rdfs:label,tortilla chip
FOODON:03310711,rdfs:label,"corn snack (puffed, cheese-flavored)"
FOODON:03310712,rdfs:label,"potato (cooked, refrigerated, commercially prepared)"
FOODON:03310715,rdfs:label,"obsolete: confectionery, not further specified"
FOODON:03310716,rdfs:label,fish paste (fried)
FOODON:03310717,rdfs:label,fish (fried)
FOODON:03310719,rdfs:label,animal fat food product
FOODON:03310721,rdfs:label,"beechnut (whole, raw)"
FOODON:03310723,rdfs:label,shrimp (fried)
FOODON:03310725,rdfs:label,mussel paste
FOODON:03310726,rdfs:label,tea (spiced)
FOODON:03310727,rdfs:label,scallop (fried)
FOODON:03310728,rdfs:label,black vinegar chinese
FOODON:03310729,rdfs:label,mirin japanese
FOODON:03310730,rdfs:label,blackberry wine
FOODON:03310731,rdfs:label,plum wine
FOODON:03310732,rdfs:label,pomegranate wine
FOODON:03310733,rdfs:label,raspberry wine
FOODON:03310734,rdfs:label,rosé wine
FOODON:03310735,rdfs:label,"kidney bean (whole, dried)"
FOODON:03310736,rdfs:label,moreton bay chestnut black bean (dried)
FOODON:03310737,rdfs:label,"great northern bean (whole, dried)"
FOODON:03310738,rdfs:label,"navy bean (whole, dried)"
FOODON:03310739,rdfs:label,bilberry juice
FOODON:03310742,rdfs:label,"obsolete: cacao bean (whole, raw)"
FOODON:03310743,rdfs:label,cardamom ground
FOODON:03310744,rdfs:label,"legume (whole, cooked)"
FOODON:03310746,rdfs:label,mace (ground)
FOODON:03310747,rdfs:label,caraway seed (ground)
FOODON:03310748,rdfs:label,bacon fat (cooked)
FOODON:03310750,rdfs:label,lake michigan chub raw
FOODON:03310751,rdfs:label,Rhine wine
FOODON:03310752,rdfs:label,date (dried)
FOODON:03310753,rdfs:label,ground beef (cooked)
FOODON:03310754,rdfs:label,obsolete: sausage (cooked)
FOODON:03310755,rdfs:label,sausage (cured)
FOODON:03310756,rdfs:label,obsolete: sausage (smoked)
FOODON:03310758,rdfs:label,"raisin (whole, dried)"
FOODON:03310759,rdfs:label,sparkling wine
FOODON:03310760,rdfs:label,sherry
FOODON:03310761,rdfs:label,martini cocktail
FOODON:03310762,rdfs:label,obsolete: beefburger (shaped)
FOODON:03310764,rdfs:label,obsolete: water ice not further specified
FOODON:03310765,rdfs:label,greens (raw)
FOODON:03310767,rdfs:label,vegetable-flavored beverage (noncarbonated)
FOODON:03310769,rdfs:label,cocoa bean (ground)
FOODON:03310770,rdfs:label,obsolete: alcoholic beverage
FOODON:03310771,rdfs:label,breakfast beverage (non-carbonated)
FOODON:03310772,rdfs:label,noodles and cheese
FOODON:03310773,rdfs:label,"pie (unsweetened, served as entree)"
FOODON:03310774,rdfs:label,"breakfast cereal (fortified, hot)"
FOODON:03310775,rdfs:label,pizza food product
FOODON:03310776,rdfs:label,fruit punch homemade prepared with fruit
FOODON:03310778,rdfs:label,skim milk (concentrated)
FOODON:03310780,rdfs:label,cow whole milk 3.5% fat
FOODON:03310781,rdfs:label,fruit (fermented)
FOODON:03310782,rdfs:label,"black turtle bean (whole, dried)"
FOODON:03310784,rdfs:label,fermented vegetable food product
FOODON:03310787,rdfs:label,"pink bean (whole, dried)"
FOODON:03310788,rdfs:label,apple (whole or parts)
FOODON:03310789,rdfs:label,salad greens (raw)
FOODON:03310790,rdfs:label,"white bean (whole, dried)"
FOODON:03310791,rdfs:label,"corn (on-the-cob, kernel or parts)"
FOODON:03310795,rdfs:label,heavy cream
FOODON:03310796,rdfs:label,pudding mix
FOODON:03310797,rdfs:label,sweet red bell pepper (dried)
FOODON:03310798,rdfs:label,skim milk (raw)
FOODON:03310799,rdfs:label,clam sauce
FOODON:03310801,rdfs:label,pork (barbequed)
FOODON:03310802,rdfs:label,licorice-type candy
FOODON:03310803,rdfs:label,meatloaf (cooked)
FOODON:03310804,rdfs:label,"pork (sliced, cooked)"
FOODON:03310805,rdfs:label,apple peel (raw)
FOODON:03310806,rdfs:label,oatmeal (cooked)
FOODON:03310807,rdfs:label,"corn (chopped, raw)"
FOODON:03310808,rdfs:label,soy gluten
FOODON:03310809,rdfs:label,wheat gluten
FOODON:03310810,rdfs:label,nut (dried)
FOODON:03310811,rdfs:label,meat analog
FOODON:03310812,rdfs:label,imitation veal cutlet
FOODON:03310813,rdfs:label,imitation sausage
FOODON:03310814,rdfs:label,lima bean (frozen)
FOODON:03310815,rdfs:label,soft drink
FOODON:03310817,rdfs:label,cow buttermilk (raw)
FOODON:03310818,rdfs:label,sour half and half dressing
FOODON:03310820,rdfs:label,gravy
FOODON:03310821,rdfs:label,corn mash (canned)
FOODON:03310822,rdfs:label,chicken bone
FOODON:03310823,rdfs:label,"acerola (whole, raw)"
FOODON:03310824,rdfs:label,bread (enriched)
FOODON:03310825,rdfs:label,savory snack food
FOODON:03310826,rdfs:label,meat (processed)
FOODON:03310828,rdfs:label,poultry (processed)
FOODON:03310829,rdfs:label,"green olive (whole, canned)"
FOODON:03310830,rdfs:label,sorghum beer
FOODON:03310831,rdfs:label,obsolete: blood meal
FOODON:03310832,rdfs:label,yellow vetchling silage
FOODON:03310833,rdfs:label,white corn flour
FOODON:03310834,rdfs:label,"obsolete: food, fermented"
FOODON:03310835,rdfs:label,"breakfast cereal (fortified, ready-to-eat)"
FOODON:03310837,rdfs:label,turkey liver (raw)
FOODON:03310838,rdfs:label,pork liver sausage
FOODON:03310840,rdfs:label,"beef (raw, lean)"
FOODON:03310841,rdfs:label,turmeric (ground)
FOODON:03310843,rdfs:label,bread coating from frozen food
FOODON:03310844,rdfs:label,breakfast beverage
FOODON:03310845,rdfs:label,corn fritter
FOODON:03310846,rdfs:label,"carrot (raw, diced)"
FOODON:03310847,rdfs:label,mixed vegetables (frozen)
FOODON:03310848,rdfs:label,gelatin dessert mix artificially-flavored and -colored
FOODON:03310849,rdfs:label,sorghum cereal
FOODON:03310850,rdfs:label,manchego cheese
FOODON:03310851,rdfs:label,"peanut (whole, dried)"
FOODON:03310852,rdfs:label,"fish (smoked, dried)"
FOODON:03310853,rdfs:label,peanut paste
FOODON:03310855,rdfs:label,rapeseed oil press cake
FOODON:03310856,rdfs:label,"mustard seed (whole, raw)"
FOODON:03310858,rdfs:label,obsolete: rocket (raw)
FOODON:03310860,rdfs:label,tender wheat (raw)
FOODON:03310861,rdfs:label,finettes cheese
FOODON:03310864,rdfs:label,"yellow nutsedge tuber (whole, raw)"
FOODON:03310865,rdfs:label,"cocktail beverage (frozen, alcoholic)"
FOODON:03310866,rdfs:label,alcoholic beverage (chinese)
FOODON:03310868,rdfs:label,obsolete: potatoes (scalloped)
FOODON:03310869,rdfs:label,pudding mix (instant)
FOODON:03310870,rdfs:label,corn-based snack food
FOODON:03310872,rdfs:label,wheat porridge (instant)
FOODON:03310875,rdfs:label,almond butter
FOODON:03310876,rdfs:label,walnut candy
FOODON:03310877,rdfs:label,castilla cake
FOODON:03310878,rdfs:label,bavarian cream
FOODON:03310882,rdfs:label,alcohol-free beer
FOODON:03310883,rdfs:label,grape juice (red)
FOODON:03310884,rdfs:label,tunsoy raw
FOODON:03310885,rdfs:label,frigate mackerel (steamed)
FOODON:03310887,rdfs:label,"pistachio pudding (artificially flavored, instant)"
FOODON:03310889,rdfs:label,obsolete: yeast pressed
FOODON:03310890,rdfs:label,apple compote
FOODON:03310891,rdfs:label,"yeast food product (dry, inactive)"
FOODON:03310892,rdfs:label,apricot infant food
FOODON:03310893,rdfs:label,brown durra sorghum kernel
FOODON:03310894,rdfs:label,wurstel (smoked)
FOODON:03310895,rdfs:label,salami (smoked)
FOODON:03310896,rdfs:label,provola cheese
FOODON:03310898,rdfs:label,"kidney (whole, raw)"
FOODON:03310899,rdfs:label,heart (raw)
FOODON:03310900,rdfs:label,"crabmeat (pasteurized, cooked)"
FOODON:03310902,rdfs:label,crab (steamed)
FOODON:03310903,rdfs:label,crab salad (dish)
FOODON:03310904,rdfs:label,crustacean (cooked)
FOODON:03310906,rdfs:label,"compressed yeast (fresh, refrigerated)"
FOODON:03310907,rdfs:label,"obsolete: soup, not further specified"
FOODON:03310908,rdfs:label,cream (raw)
FOODON:03310909,rdfs:label,cream (reactivated)
FOODON:03310911,rdfs:label,green olive (pickled)
FOODON:03310912,rdfs:label,montasio cheese
FOODON:03310913,rdfs:label,decorating sugar
FOODON:03310916,rdfs:label,gelled candy aspartame sweetened packed in cellophane bag
FOODON:03310917,rdfs:label,black peppercorn
FOODON:03310918,rdfs:label,infant food (canned)
FOODON:03310919,rdfs:label,beef (charcoal broiled)
FOODON:03310920,rdfs:label,"beef ground round (cooked, freeze-dried)"
FOODON:03310921,rdfs:label,"beef ground round (cooked, frozen)"
FOODON:03310923,rdfs:label,"tea (ready to drink, artificially sweetened)"
FOODON:03310924,rdfs:label,confectionery (frozen)
FOODON:03310925,rdfs:label,"barley cereal (infant food, dry)"
FOODON:03310927,rdfs:label,"dessert novelty (frozen, stick-type, aspartame sweetened)"
FOODON:03310928,rdfs:label,"rice pudding (creamy, reduced calorie, sucrose free)"
FOODON:03310929,rdfs:label,seafood product surimi-based
FOODON:03310930,rdfs:label,danbo cheese
FOODON:03310934,rdfs:label,turkey frankfurter
FOODON:03310935,rdfs:label,taleggio cheese
FOODON:03310938,rdfs:label,beef tongue (raw)
FOODON:03310939,rdfs:label,beef chuck (raw)
FOODON:03310940,rdfs:label,skim milk (evaporated)
FOODON:03310942,rdfs:label,peas and onions (raw)
FOODON:03310943,rdfs:label,zucchini squash (whole)
